query_id,query,desired_location,profile_skills,desired_experience,workplace_preference,desired_job_types,job_id,title,company,description,location,workplace,experience_level,job_type,posted_at,skills,salary,url,source,label
query-0137,mid React Developer,Remote,testing|react|html,mid,onsite,full time,query-0137-job-3,Security Engineer,Maple Cloud,We are hiring someone to protect applications investigate threats and improve security controls. You will work with python siem threat modeling cloud security in a collaborative team.,Remote,hybrid,entry,contract,2026-05-12 09:00:00+00:00,python|siem|threat modeling|cloud security,"$90,000 - $140,000",https://jobs.example/query-0137-job-3,synthetic,0
query-0276,lead Product Designer,Remote,figma|design systems|usability,lead,remote,contract,query-0276-job-3,Frontend Engineer,Orbit Works,We are hiring someone to build accessible responsive web applications and design systems. You will work with typescript testing webpack react in a collaborative team.,"Toronto, Canada",onsite,entry,part time,2026-04-24 22:00:00+00:00,typescript|testing|webpack|react,,https://jobs.example/query-0276-job-3,synthetic,0
query-0030,entry Analytics Engineer,"Toronto, Canada",kafka|spark|airflow,entry,hybrid,part time,query-0030-job-6,Technical Product Manager,Orbit Works,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with sql agile experimentation roadmaps in a collaborative team.,"Berlin, Germany",hybrid,senior,contract,2026-05-10 19:00:00+00:00,sql|agile|experimentation|roadmaps,,https://jobs.example/query-0030-job-6,synthetic,0
query-0299,mid UX Researcher,"Berlin, Germany",usability|figma|design systems,mid,remote,full time,query-0299-job-7,SOC Analyst,Maple Cloud,We are hiring someone to protect applications investigate threats and improve security controls. You will work with python cloud security incident response threat modeling in a collaborative team.,Remote,onsite,lead,full time,2026-05-09 05:00:00+00:00,python|cloud security|incident response|threat modeling,,https://jobs.example/query-0299-job-7,synthetic,0
query-0098,entry Technical Product Manager,"Berlin, Germany",experimentation|agile|sql,entry,remote,full time,query-0098-job-5,API Engineer,Northstar Labs,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with fastapi rest api redis python in a collaborative team.,"Toronto, Canada",onsite,lead,part time,2026-05-08 22:00:00+00:00,fastapi|rest api|redis|python,"$90,000 - $140,000",https://jobs.example/query-0098-job-5,synthetic,0
query-0072,mid Backend Engineer,"Toronto, Canada",fastapi|docker|postgresql,mid,onsite,part time,query-0072-job-4,Product Designer,Vertex Studio,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with design systems research figma usability in a collaborative team.,"Berlin, Germany",remote,mid,full time,2026-04-30 21:00:00+00:00,design systems|research|figma|usability,,https://jobs.example/query-0072-job-4,synthetic,0
query-0183,mid Backend Engineer,"Toronto, Canada",redis|docker|python,mid,remote,full time,query-0183-job-6,Applied AI Engineer,Vertex Studio,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with sql scikit learn mlops python in a collaborative team.,"Berlin, Germany",onsite,lead,contract,2026-05-18 02:00:00+00:00,sql|scikit learn|mlops|python,,https://jobs.example/query-0183-job-6,synthetic,0
query-0087,mid DevOps Engineer,"London, UK",observability|aws|terraform,mid,remote,contract,query-0087-job-7,UX Researcher,Northstar Labs,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with figma design systems prototyping research in a collaborative team.,"Toronto, Canada",hybrid,mid,part time,2026-05-04 13:00:00+00:00,figma|design systems|prototyping|research,"$90,000 - $140,000",https://jobs.example/query-0087-job-7,synthetic,0
query-0252,entry DevOps Engineer,"New York, USA",aws|observability|terraform,entry,onsite,full time,query-0252-job-6,UX Researcher,Helio Systems,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with usability design systems research figma in a collaborative team.,"Toronto, Canada",onsite,lead,contract,2026-05-27 20:00:00+00:00,usability|design systems|research|figma,,https://jobs.example/query-0252-job-6,synthetic,0
query-0151,senior UX Researcher,"New York, USA",figma|prototyping|design systems,senior,hybrid,full time,query-0151-job-4,Application Security Engineer,Helio Systems,We are hiring someone to protect applications investigate threats and improve security controls. You will work with cloud security siem incident response threat modeling in a collaborative team.,"New York, USA",remote,entry,contract,2026-05-07 23:00:00+00:00,cloud security|siem|incident response|threat modeling,"$90,000 - $140,000",https://jobs.example/query-0151-job-4,synthetic,0
query-0161,entry DevOps Engineer,"London, UK",aws|kubernetes|terraform,entry,onsite,contract,query-0161-job-7,Analytics Engineer,Orbit Works,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with airflow python spark kafka in a collaborative team.,"Toronto, Canada",hybrid,senior,part time,2026-04-25 01:00:00+00:00,airflow|python|spark|kafka,"$90,000 - $140,000",https://jobs.example/query-0161-job-7,synthetic,0
query-0112,lead SOC Analyst,"Berlin, Germany",threat modeling|siem|python,lead,onsite,part time,query-0112-job-0,SOC Analyst,Orbit Works,We are hiring someone to protect applications investigate threats and improve security controls. You will work with threat modeling siem python in a collaborative team.,"Berlin, Germany",onsite,lead,part time,2026-05-12 08:00:00+00:00,threat modeling|siem|python,"$90,000 - $140,000",https://jobs.example/query-0112-job-0,synthetic,1
query-0238,senior UX Designer,"Toronto, Canada",research|usability|prototyping,senior,remote,full time,query-0238-job-4,UI Engineer,Maple Cloud,We are hiring someone to build accessible responsive web applications and design systems. You will work with css react webpack typescript in a collaborative team.,Remote,remote,senior,contract,2026-05-02 07:00:00+00:00,css|react|webpack|typescript,"$90,000 - $140,000",https://jobs.example/query-0238-job-4,synthetic,0
query-0157,senior Analytics Engineer,"New York, USA",spark|python|dbt,senior,hybrid,full time,query-0157-job-4,Python Developer,Helio Systems,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with rest api redis docker fastapi in a collaborative team.,"Toronto, Canada",onsite,lead,part time,2026-05-12 11:00:00+00:00,rest api|redis|docker|fastapi,"$90,000 - $140,000",https://jobs.example/query-0157-job-4,synthetic,0
query-0060,senior Cloud Engineer,"New York, USA",observability|linux|aws,senior,remote,full time,query-0060-job-7,SOC Analyst,Vertex Studio,We are hiring someone to protect applications investigate threats and improve security controls. You will work with threat modeling cloud security incident response siem in a collaborative team.,"New York, USA",remote,lead,contract,2026-04-24 14:00:00+00:00,threat modeling|cloud security|incident response|siem,,https://jobs.example/query-0060-job-7,synthetic,0
query-0203,mid Product Owner,"London, UK",analytics|experimentation|roadmaps,mid,remote,full time,query-0203-job-0,Product Owner,Vertex Studio,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with analytics experimentation roadmaps agile discovery in a collaborative team.,"London, UK",remote,mid,full time,2026-04-26 12:00:00+00:00,analytics|experimentation|roadmaps|agile|discovery,"$90,000 - $140,000",https://jobs.example/query-0203-job-0,synthetic,1
query-0069,lead Python Developer,"Toronto, Canada",docker|redis|python,lead,remote,full time,query-0069-job-7,Analytics Engineer,Vertex Studio,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with python spark kafka dbt in a collaborative team.,"Berlin, Germany",onsite,lead,part time,2026-05-22 10:00:00+00:00,python|spark|kafka|dbt,,https://jobs.example/query-0069-job-7,synthetic,0
query-0142,mid ML Engineer,"Toronto, Canada",scikit learn|python|mlops,mid,hybrid,full time,query-0142-job-5,API Engineer,Orbit Works,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with postgresql rest api docker python in a collaborative team.,Remote,hybrid,mid,contract,2026-05-30 02:00:00+00:00,postgresql|rest api|docker|python,,https://jobs.example/query-0142-job-5,synthetic,0
query-0139,mid API Engineer,"Berlin, Germany",python|rest api|postgresql,mid,onsite,full time,query-0139-job-7,Technical Product Manager,Northstar Labs,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with sql discovery roadmaps agile in a collaborative team.,Remote,onsite,lead,contract,2026-05-26 09:00:00+00:00,sql|discovery|roadmaps|agile,,https://jobs.example/query-0139-job-7,synthetic,0
query-0064,senior DevOps Engineer,"Berlin, Germany",python|observability|aws,senior,remote,contract,query-0064-job-0,DevOps Engineer,Northstar Labs,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with python observability aws terraform in a collaborative team.,"Berlin, Germany",remote,senior,contract,2026-05-22 22:00:00+00:00,python|observability|aws|terraform,"$90,000 - $140,000",https://jobs.example/query-0064-job-0,synthetic,1
query-0079,entry Site Reliability Engineer,Remote,python|linux|terraform,entry,remote,part time,query-0079-job-1,Infrastructure Specialist,Vertex Studio,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with python linux terraform kubernetes in a collaborative team.,Remote,remote,entry,part time,2026-04-30 23:00:00+00:00,python|linux|terraform|kubernetes,,https://jobs.example/query-0079-job-1,synthetic,1
query-0257,mid Technical Product Manager,"Toronto, Canada",analytics|sql|discovery,mid,remote,full time,query-0257-job-7,Backend Engineer,Helio Systems,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with postgresql rest api redis docker in a collaborative team.,"Berlin, Germany",onsite,senior,contract,2026-05-31 19:00:00+00:00,postgresql|rest api|redis|docker,"$90,000 - $140,000",https://jobs.example/query-0257-job-7,synthetic,0
query-0208,entry Technical Product Manager,Remote,discovery|experimentation|agile,entry,hybrid,part time,query-0208-job-0,Technical Product Manager,Vertex Studio,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with discovery experimentation agile analytics in a collaborative team.,Remote,hybrid,entry,part time,2026-05-20 12:00:00+00:00,discovery|experimentation|agile|analytics,"$90,000 - $140,000",https://jobs.example/query-0208-job-0,synthetic,1
query-0126,senior Frontend Engineer,Remote,react|html|testing,senior,hybrid,contract,query-0126-job-4,UX Designer,Northstar Labs,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with research usability prototyping figma in a collaborative team.,Remote,hybrid,entry,contract,2026-05-06 18:00:00+00:00,research|usability|prototyping|figma,"$90,000 - $140,000",https://jobs.example/query-0126-job-4,synthetic,0
query-0241,entry Python Developer,"London, UK",redis|docker|rest api,entry,onsite,full time,query-0241-job-3,React Developer,Maple Cloud,We are hiring someone to build accessible responsive web applications and design systems. You will work with html css typescript testing in a collaborative team.,"London, UK",remote,senior,full time,2026-05-31 13:00:00+00:00,html|css|typescript|testing,,https://jobs.example/query-0241-job-3,synthetic,0
query-0143,mid Site Reliability Engineer,"Toronto, Canada",observability|terraform|linux,mid,hybrid,full time,query-0143-job-6,Machine Learning Engineer,Helio Systems,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with sql mlops pytorch scikit learn in a collaborative team.,"Toronto, Canada",hybrid,senior,part time,2026-04-27 22:00:00+00:00,sql|mlops|pytorch|scikit learn,"$90,000 - $140,000",https://jobs.example/query-0143-job-6,synthetic,0
query-0280,lead UI Engineer,"New York, USA",typescript|css|html,lead,onsite,full time,query-0280-job-6,Machine Learning Engineer,Maple Cloud,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with nlp scikit learn sql python in a collaborative team.,Remote,hybrid,entry,contract,2026-05-14 22:00:00+00:00,nlp|scikit learn|sql|python,"$90,000 - $140,000",https://jobs.example/query-0280-job-6,synthetic,0
query-0014,lead Frontend Engineer,"New York, USA",html|react|testing,lead,remote,full time,query-0014-job-4,UX Designer,Maple Cloud,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with prototyping research design systems figma in a collaborative team.,"New York, USA",hybrid,senior,contract,2026-05-06 00:00:00+00:00,prototyping|research|design systems|figma,,https://jobs.example/query-0014-job-4,synthetic,0
query-0092,senior Site Reliability Engineer,"New York, USA",terraform|observability|kubernetes,senior,hybrid,full time,query-0092-job-4,Product Designer,Northstar Labs,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with design systems prototyping research figma in a collaborative team.,Remote,hybrid,mid,part time,2026-04-18 23:00:00+00:00,design systems|prototyping|research|figma,"$90,000 - $140,000",https://jobs.example/query-0092-job-4,synthetic,0
query-0276,lead Product Designer,Remote,figma|design systems|usability,lead,remote,contract,query-0276-job-4,Backend Engineer,Northstar Labs,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with python fastapi rest api postgresql in a collaborative team.,"Toronto, Canada",hybrid,entry,full time,2026-04-27 07:00:00+00:00,python|fastapi|rest api|postgresql,"$90,000 - $140,000",https://jobs.example/query-0276-job-4,synthetic,0
query-0246,senior Security Engineer,"Toronto, Canada",siem|python|cloud security,senior,remote,contract,query-0246-job-6,Data Engineer,Vertex Studio,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with kafka sql spark airflow in a collaborative team.,Remote,hybrid,mid,contract,2026-06-01 01:00:00+00:00,kafka|sql|spark|airflow,"$90,000 - $140,000",https://jobs.example/query-0246-job-6,synthetic,0
query-0135,senior Data Platform Engineer,"London, UK",spark|sql|dbt,senior,remote,full time,query-0135-job-1,Platform Specialist,Orbit Works,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with spark sql dbt python in a collaborative team.,"London, UK",remote,senior,full time,2026-05-28 11:00:00+00:00,spark|sql|dbt|python,,https://jobs.example/query-0135-job-1,synthetic,1
query-0226,lead Data Engineer,"London, UK",python|dbt|airflow,lead,hybrid,full time,query-0226-job-2,Data Engineer,Orbit Works,"Role focused on design reliable data pipelines warehouses and streaming platforms, but requires entry experience and attendance in Remote.",Remote,hybrid,entry,contract,2026-05-13 19:00:00+00:00,spark|python,,https://jobs.example/query-0226-job-2,synthetic,0
query-0103,entry UX Designer,Remote,research|design systems|prototyping,entry,onsite,full time,query-0103-job-6,API Engineer,Maple Cloud,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with fastapi rest api redis postgresql in a collaborative team.,Remote,hybrid,entry,part time,2026-05-05 11:00:00+00:00,fastapi|rest api|redis|postgresql,"$90,000 - $140,000",https://jobs.example/query-0103-job-6,synthetic,0
query-0014,lead Frontend Engineer,"New York, USA",html|react|testing,lead,remote,full time,query-0014-job-7,UX Designer,Maple Cloud,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with usability research prototyping figma in a collaborative team.,"New York, USA",onsite,mid,full time,2026-04-23 12:00:00+00:00,usability|research|prototyping|figma,"$90,000 - $140,000",https://jobs.example/query-0014-job-7,synthetic,0
query-0082,mid Product Owner,"Toronto, Canada",roadmaps|experimentation|analytics,mid,remote,full time,query-0082-job-0,Product Owner,Orbit Works,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with roadmaps experimentation analytics discovery in a collaborative team.,"Toronto, Canada",remote,mid,full time,2026-05-03 11:00:00+00:00,roadmaps|experimentation|analytics|discovery,,https://jobs.example/query-0082-job-0,synthetic,1
query-0273,lead Analytics Engineer,"Berlin, Germany",airflow|dbt|kafka,lead,remote,full time,query-0273-job-2,Analytics Engineer,Orbit Works,"Role focused on design reliable data pipelines warehouses and streaming platforms, but requires senior experience and attendance in London, UK.","London, UK",onsite,senior,part time,2026-04-24 19:00:00+00:00,sql|spark,"$90,000 - $140,000",https://jobs.example/query-0273-job-2,synthetic,0
query-0268,mid Product Owner,"New York, USA",discovery|sql|analytics,mid,hybrid,part time,query-0268-job-6,Cloud Engineer,Helio Systems,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with aws observability linux kubernetes in a collaborative team.,"London, UK",remote,entry,contract,2026-05-17 07:00:00+00:00,aws|observability|linux|kubernetes,"$90,000 - $140,000",https://jobs.example/query-0268-job-6,synthetic,0
query-0293,senior React Developer,"New York, USA",typescript|webpack|react,senior,remote,full time,query-0293-job-4,Application Security Engineer,Vertex Studio,We are hiring someone to protect applications investigate threats and improve security controls. You will work with threat modeling cloud security incident response siem in a collaborative team.,Remote,remote,mid,part time,2026-05-17 09:00:00+00:00,threat modeling|cloud security|incident response|siem,"$90,000 - $140,000",https://jobs.example/query-0293-job-4,synthetic,0
query-0079,entry Site Reliability Engineer,Remote,python|linux|terraform,entry,remote,part time,query-0079-job-3,Data Platform Engineer,Orbit Works,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with kafka sql airflow dbt in a collaborative team.,"Toronto, Canada",remote,senior,contract,2026-05-17 07:00:00+00:00,kafka|sql|airflow|dbt,"$90,000 - $140,000",https://jobs.example/query-0079-job-3,synthetic,0
query-0046,entry Application Security Engineer,"Toronto, Canada",cloud security|siem|incident response,entry,onsite,full time,query-0046-job-1,Risk Specialist,Vertex Studio,We are hiring someone to protect applications investigate threats and improve security controls. You will work with cloud security siem incident response in a collaborative team.,"Toronto, Canada",onsite,entry,full time,2026-05-02 15:00:00+00:00,cloud security|siem|incident response,"$90,000 - $140,000",https://jobs.example/query-0046-job-1,synthetic,1
query-0033,mid React Developer,"New York, USA",typescript|react|html,mid,hybrid,full time,query-0033-job-4,Security Engineer,Vertex Studio,We are hiring someone to protect applications investigate threats and improve security controls. You will work with python cloud security threat modeling incident response in a collaborative team.,"Toronto, Canada",remote,mid,full time,2026-04-27 19:00:00+00:00,python|cloud security|threat modeling|incident response,,https://jobs.example/query-0033-job-4,synthetic,0
query-0005,lead UX Designer,"Toronto, Canada",research|prototyping|design systems,lead,hybrid,full time,query-0005-job-6,Product Owner,Helio Systems,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with experimentation agile analytics sql in a collaborative team.,"Toronto, Canada",remote,mid,contract,2026-05-19 17:00:00+00:00,experimentation|agile|analytics|sql,,https://jobs.example/query-0005-job-6,synthetic,0
query-0123,entry API Engineer,"Toronto, Canada",redis|docker|python,entry,hybrid,full time,query-0123-job-7,Technical Product Manager,Orbit Works,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with sql experimentation agile discovery in a collaborative team.,Remote,onsite,mid,part time,2026-04-21 05:00:00+00:00,sql|experimentation|agile|discovery,"$90,000 - $140,000",https://jobs.example/query-0123-job-7,synthetic,0
query-0109,senior UX Designer,"New York, USA",figma|prototyping|research,senior,remote,full time,query-0109-job-4,Security Engineer,Helio Systems,We are hiring someone to protect applications investigate threats and improve security controls. You will work with python siem threat modeling cloud security in a collaborative team.,"London, UK",onsite,entry,part time,2026-04-29 00:00:00+00:00,python|siem|threat modeling|cloud security,"$90,000 - $140,000",https://jobs.example/query-0109-job-4,synthetic,0
query-0096,mid Backend Engineer,"Toronto, Canada",docker|fastapi|rest api,mid,remote,full time,query-0096-job-5,Cloud Engineer,Orbit Works,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with terraform aws linux observability in a collaborative team.,"Toronto, Canada",onsite,entry,contract,2026-05-21 13:00:00+00:00,terraform|aws|linux|observability,"$90,000 - $140,000",https://jobs.example/query-0096-job-5,synthetic,0
query-0152,senior UX Designer,Remote,design systems|usability|prototyping,senior,remote,contract,query-0152-job-3,Data Platform Engineer,Maple Cloud,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with kafka airflow python sql in a collaborative team.,"Toronto, Canada",remote,senior,full time,2026-05-03 22:00:00+00:00,kafka|airflow|python|sql,,https://jobs.example/query-0152-job-3,synthetic,0
query-0140,lead Python Developer,Remote,rest api|docker|redis,lead,hybrid,full time,query-0140-job-6,Machine Learning Engineer,Vertex Studio,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with nlp mlops python sql in a collaborative team.,Remote,onsite,mid,part time,2026-04-20 10:00:00+00:00,nlp|mlops|python|sql,"$90,000 - $140,000",https://jobs.example/query-0140-job-6,synthetic,0
query-0000,lead Applied AI Engineer,"Toronto, Canada",pytorch|python|mlops,lead,onsite,full time,query-0000-job-4,DevOps Engineer,Maple Cloud,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with terraform observability aws linux in a collaborative team.,"Toronto, Canada",onsite,senior,contract,2026-05-29 01:00:00+00:00,terraform|observability|aws|linux,,https://jobs.example/query-0000-job-4,synthetic,0
query-0199,entry UI Engineer,Remote,react|testing|css,entry,hybrid,full time,query-0199-job-3,Python Developer,Vertex Studio,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with python postgresql redis rest api in a collaborative team.,"Berlin, Germany",hybrid,lead,contract,2026-05-18 09:00:00+00:00,python|postgresql|redis|rest api,,https://jobs.example/query-0199-job-3,synthetic,0
query-0134,lead Python Developer,"London, UK",docker|python|fastapi,lead,remote,contract,query-0134-job-5,UX Designer,Orbit Works,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with prototyping usability figma research in a collaborative team.,"Toronto, Canada",hybrid,lead,full time,2026-05-15 13:00:00+00:00,prototyping|usability|figma|research,"$90,000 - $140,000",https://jobs.example/query-0134-job-5,synthetic,0
query-0104,senior UX Researcher,"London, UK",prototyping|usability|figma,senior,hybrid,full time,query-0104-job-5,ML Engineer,Vertex Studio,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with scikit learn mlops pytorch python in a collaborative team.,"Berlin, Germany",onsite,senior,contract,2026-05-30 14:00:00+00:00,scikit learn|mlops|pytorch|python,"$90,000 - $140,000",https://jobs.example/query-0104-job-5,synthetic,0
query-0085,entry Security Engineer,"London, UK",threat modeling|siem|incident response,entry,remote,full time,query-0085-job-1,Risk Specialist,Vertex Studio,We are hiring someone to protect applications investigate threats and improve security controls. You will work with threat modeling siem incident response in a collaborative team.,"London, UK",remote,entry,full time,2026-05-27 03:00:00+00:00,threat modeling|siem|incident response,"$90,000 - $140,000",https://jobs.example/query-0085-job-1,synthetic,1
query-0214,mid Technical Product Manager,Remote,analytics|experimentation|discovery,mid,remote,full time,query-0214-job-3,Backend Engineer,Maple Cloud,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with docker postgresql python fastapi in a collaborative team.,"New York, USA",onsite,lead,full time,2026-05-18 09:00:00+00:00,docker|postgresql|python|fastapi,,https://jobs.example/query-0214-job-3,synthetic,0
query-0143,mid Site Reliability Engineer,"Toronto, Canada",observability|terraform|linux,mid,hybrid,full time,query-0143-job-4,Application Security Engineer,Helio Systems,We are hiring someone to protect applications investigate threats and improve security controls. You will work with cloud security incident response siem threat modeling in a collaborative team.,"London, UK",hybrid,lead,full time,2026-04-30 05:00:00+00:00,cloud security|incident response|siem|threat modeling,"$90,000 - $140,000",https://jobs.example/query-0143-job-4,synthetic,0
query-0071,entry DevOps Engineer,"Toronto, Canada",terraform|observability|kubernetes,entry,onsite,full time,query-0071-job-6,Product Owner,Northstar Labs,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with sql discovery agile experimentation in a collaborative team.,"Toronto, Canada",onsite,lead,part time,2026-05-28 21:00:00+00:00,sql|discovery|agile|experimentation,,https://jobs.example/query-0071-job-6,synthetic,0
query-0006,mid DevOps Engineer,"Berlin, Germany",observability|terraform|python,mid,onsite,full time,query-0006-job-2,DevOps Engineer,Helio Systems,"Role focused on operate cloud infrastructure delivery pipelines and reliable services, but requires senior experience and attendance in New York, USA.","New York, USA",onsite,senior,full time,2026-05-13 12:00:00+00:00,observability|terraform,"$90,000 - $140,000",https://jobs.example/query-0006-job-2,synthetic,0
query-0106,entry React Developer,"New York, USA",typescript|html|css,entry,hybrid,part time,query-0106-job-5,Site Reliability Engineer,Helio Systems,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with linux terraform kubernetes aws in a collaborative team.,Remote,onsite,senior,full time,2026-04-30 00:00:00+00:00,linux|terraform|kubernetes|aws,"$90,000 - $140,000",https://jobs.example/query-0106-job-5,synthetic,0
query-0247,senior Machine Learning Engineer,"Berlin, Germany",scikit learn|pytorch|python,senior,remote,full time,query-0247-job-6,Site Reliability Engineer,Northstar Labs,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with terraform observability python linux in a collaborative team.,"New York, USA",hybrid,senior,full time,2026-05-05 17:00:00+00:00,terraform|observability|python|linux,"$90,000 - $140,000",https://jobs.example/query-0247-job-6,synthetic,0
query-0227,lead Site Reliability Engineer,"Berlin, Germany",terraform|observability|python,lead,onsite,full time,query-0227-job-7,UX Designer,Maple Cloud,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with figma prototyping research usability in a collaborative team.,Remote,hybrid,entry,part time,2026-04-18 12:00:00+00:00,figma|prototyping|research|usability,"$90,000 - $140,000",https://jobs.example/query-0227-job-7,synthetic,0
query-0104,senior UX Researcher,"London, UK",prototyping|usability|figma,senior,hybrid,full time,query-0104-job-1,Creative Specialist,Orbit Works,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with prototyping usability figma design systems research in a collaborative team.,"London, UK",hybrid,senior,full time,2026-05-09 06:00:00+00:00,prototyping|usability|figma|design systems|research,"$90,000 - $140,000",https://jobs.example/query-0104-job-1,synthetic,1
query-0139,mid API Engineer,"Berlin, Germany",python|rest api|postgresql,mid,onsite,full time,query-0139-job-3,SOC Analyst,Helio Systems,We are hiring someone to protect applications investigate threats and improve security controls. You will work with threat modeling siem cloud security incident response in a collaborative team.,"Berlin, Germany",remote,mid,contract,2026-04-19 19:00:00+00:00,threat modeling|siem|cloud security|incident response,"$90,000 - $140,000",https://jobs.example/query-0139-job-3,synthetic,0
query-0145,senior Technical Product Manager,"London, UK",agile|analytics|experimentation,senior,remote,full time,query-0145-job-6,UI Engineer,Vertex Studio,We are hiring someone to build accessible responsive web applications and design systems. You will work with typescript webpack testing css in a collaborative team.,"Toronto, Canada",onsite,mid,part time,2026-05-25 07:00:00+00:00,typescript|webpack|testing|css,"$90,000 - $140,000",https://jobs.example/query-0145-job-6,synthetic,0
query-0238,senior UX Designer,"Toronto, Canada",research|usability|prototyping,senior,remote,full time,query-0238-job-2,UX Designer,Orbit Works,"Role focused on research user needs and design intuitive digital product experiences, but requires entry experience and attendance in Remote.",Remote,onsite,entry,contract,2026-05-31 21:00:00+00:00,prototyping|design systems,,https://jobs.example/query-0238-job-2,synthetic,0
query-0121,entry Python Developer,"Toronto, Canada",fastapi|docker|postgresql,entry,remote,full time,query-0121-job-3,ML Engineer,Vertex Studio,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with scikit learn pytorch sql nlp in a collaborative team.,Remote,hybrid,mid,part time,2026-05-13 11:00:00+00:00,scikit learn|pytorch|sql|nlp,,https://jobs.example/query-0121-job-3,synthetic,0
query-0049,mid ML Engineer,"London, UK",sql|mlops|pytorch,mid,remote,full time,query-0049-job-7,Backend Engineer,Helio Systems,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with docker rest api python redis in a collaborative team.,Remote,onsite,lead,full time,2026-05-05 12:00:00+00:00,docker|rest api|python|redis,"$90,000 - $140,000",https://jobs.example/query-0049-job-7,synthetic,0
query-0002,senior Python Developer,"Berlin, Germany",rest api|fastapi|redis,senior,hybrid,full time,query-0002-job-3,Analytics Engineer,Helio Systems,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with dbt airflow sql python in a collaborative team.,Remote,hybrid,senior,full time,2026-05-18 23:00:00+00:00,dbt|airflow|sql|python,"$90,000 - $140,000",https://jobs.example/query-0002-job-3,synthetic,0
query-0085,entry Security Engineer,"London, UK",threat modeling|siem|incident response,entry,remote,full time,query-0085-job-4,Data Engineer,Helio Systems,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with airflow spark python sql in a collaborative team.,"Berlin, Germany",remote,mid,part time,2026-05-19 11:00:00+00:00,airflow|spark|python|sql,"$90,000 - $140,000",https://jobs.example/query-0085-job-4,synthetic,0
query-0004,lead Data Platform Engineer,Remote,spark|kafka|sql,lead,remote,full time,query-0004-job-3,Data Entry Specialist,Northstar Labs,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with roadmaps agile experimentation sql in a collaborative team.,"London, UK",onsite,lead,contract,2026-05-31 01:00:00+00:00,roadmaps|agile|experimentation|sql,,https://jobs.example/query-0004-job-3,synthetic,0
query-0283,entry Security Engineer,Remote,python|incident response|cloud security,entry,onsite,full time,query-0283-job-4,Python Developer,Helio Systems,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with fastapi docker postgresql redis in a collaborative team.,"New York, USA",onsite,entry,contract,2026-05-01 13:00:00+00:00,fastapi|docker|postgresql|redis,,https://jobs.example/query-0283-job-4,synthetic,0
